구분,돈,시도,제목,제공유형,장소,기간,문의처
음악/콘서트,무료,강원도,"GAC 화요극장, 베를린 필하모닉 카메라타",오프라인,강릉아트센터 소공연장,2022-11-22~2022-11-22,강릉아트센터 033-660-6800
음악/콘서트,유료,서울특별시,바리톤 정효식 독창회,오프라인,세종문화회관 체임버홀,2022-11-22~2022-11-22,영음예술기획 02-581-5404
음악/콘서트,유료,서울특별시,남유리나 첼로 독주회,오프라인,예술의전당 리사이틀홀,2022-11-22~2022-11-22,지클레프 02-515-5123
국악,유료,경기도,광주시문화재단 2주년 기념 콘서트 어서옵SHOW!,오프라인,남한산성아트홀,2022-11-22~2022-11-22,광주시문화재단 031-762-8638
연극,유료,부산광역시,아버지와 살면 [부산],오프라인,공간소극장,2022-11-21~2022-11-23,공간소극장 051-611-8518
연극,유료,광주광역시,"작은 무대에 부는 바람 #4, 고슴도치를 입양하세요",오프라인,씨어터 연바람,2022-11-21~2022-11-23,씨어터 연바람 062-226-2446
국악,무료,서울특별시,제22회 국립국악고등학교 개교 67돌 기념 목멱한마당,오프라인,국립국악원 예악당,2022-11-23~2022-11-23,국립국악고등학교 02-3497-0860
음악/콘서트,유료,전라북도,오케스트라 판 창단연주회,오프라인,한국소리문화의전당,2022-11-23~2022-11-23,오케스트라 판 010-7298-7737
국악,무료,경기도,사군자,오프라인,하남문화예술회관,2022-11-23~2022-11-23,남성가객단 타래 010-7917-1995
음악/콘서트,유료,경기도,제192회 성남시립교향악단 정기연주회,오프라인,성남아트센터 콘서트홀,2022-11-23~2022-11-23,성남시립교향악단 031-729-4809
음악/콘서트,유료,서울특별시,첼리스트 주연선 리사이틀,오프라인,영산아트홀,2022-11-23~2022-11-23,프레스토 아트 02-533-8207
무용/발레,유료,서울특별시,"박성호의 전통춤 <술래잡기, 땡>",오프라인,국립극장 하늘극장,2022-11-23~2022-11-23,(주)나우판코리아 02-6925-1255
국악,유료,부산광역시,"수요공감, 이서아의 녹야청류",오프라인,국립부산국악원,2022-11-23~2022-11-23,국립부산국악원 051-811-0114
음악/콘서트,유료,대구광역시,"대구아티스트위크 시즌 4, 관악: 클래식 루키즈 [대구]",오프라인,대구콘서트하우스 챔버홀,2022-11-23~2022-11-23,대구콘서트하우스 053-250-1400
기타,유료,부산광역시,"전원경의 아트살롱, 그림콘서트: 상트페테르부르크의 겨울바람",오프라인,부산문화회관 챔버홀,2022-11-23~2022-11-23,부산문화회관 051-607-6000 (ARS 1번)
음악/콘서트,유료,서울특별시,서울챔버뮤직소사이어티 네번째 공연,오프라인,예술의전당 IBK챔버홀,2022-11-23~2022-11-23,서울챔버뮤직소사이어티 02-544-6988
음악/콘서트,유료,서울특별시,낭만주의 거장 차이코프스키 & 라흐마니노프,오프라인,롯데콘서트홀,2022-11-23~2022-11-23,"두남재엔터테인먼트 02-6292-9368, 9370"
무용/발레,유료,부산광역시,Fly Higher with KNB [부산],오프라인,부산시민회관,2022-11-23~2022-11-23,부산문화회관 051-607-6000 (ARS 1번)
음악/콘서트,유료,대전광역시,피아니스트 이지영 리사이틀,오프라인,대전예술의전당,2022-11-23~2022-11-23,아트로 042-482-4463
음악/콘서트,유료,경기도,"서희태의 렉쳐콘서트, 1도 몰라도 즐기는 가족 클래식: 사계&동물의사육제",오프라인,고양아람누리 아람음악당,2022-11-23~2022-11-23,뉴서울필하모닉오케스트라 02-6002-6290~1
음악/콘서트,유료,서울특별시,"세실콘서트, 첼리스트 문지형",오프라인,세실아트홀,2022-11-23~2022-11-23,"세실아트홀 02-543-6352, 02-543-6752"
음악/콘서트,유료,서울특별시,김진경 첼로 독주회,오프라인,예술의전당 리사이틀홀,2022-11-23~2022-11-23,"조인클래식 02-525-6162,5"
음악/콘서트,유료,서울특별시,김수영 피아노 독주회,오프라인,금호아트홀 연세,2022-11-23~2022-11-23,J&R예술기획 02-3491-2370
음악/콘서트,유료,서울특별시,"첼리스트 문지형, 2022 세실콘서트",오프라인,세실아트홀,2022-11-23~2022-11-23,"02 543 6752, 6352"
국악,유료,대전광역시,판소리 다섯마당: 오색유파전 [대전],오프라인,대전시립연정국악원,2022-03-31~2022-11-24,042-270-8500
전시,무료,인천광역시,"희망, 꽃 빛에 열리다",오프라인,인천광역시교육청평생학습관,2022-11-16~2022-11-24,032)899-1516
전시,무료,인천광역시,엄마와 딸의 3번째 발자국,오프라인,인천광역시교육청평생학습관,2022-11-16~2022-11-24,032)899-1516
연극,유료,서울특별시,카운트,오프라인,소극장피카소,2022-11-21~2022-11-24,극단 숨결 010-9175-1945
연극,유료,서울특별시,"제22회 월드 2인극 페스티벌, 너울",오프라인,시온아트홀,2022-11-22~2022-11-24,2인극페스티벌 조직위원회 070-7776-6613
연극,유료,서울특별시,"제22회 월드 2인극 페스티벌, 드랙퀸 오! 마담",오프라인,시온아트홀,2022-11-22~2022-11-24,2인극페스티벌 조직위원회 070-7776-6613
무용/발레,유료,서울특별시,"제43회 서울무용제, SEOUL DANCE LAB",오프라인,아르코예술극장 소극장,2022-11-22~2022-11-24,서울무용제 조직위원회 02-744-8066
무용/발레,유료,대전광역시,정글북: 또 다른 세계 [대전],오프라인,대전예술의전당,2022-11-23~2022-11-24,대전예술의전당 042-270-8333
음악/콘서트,유료,대구광역시,"제16회 영남필하모니오케스트라 정기연주회, 한국적 창작 작품의 향연",오프라인,대구콘서트하우스 그랜드홀,2022-11-24~2022-11-24,영남필하모니오케스트라 사무국 053-217-5592
무용/발레,유료,경상남도,Fly Higher with KNB [경주],오프라인,경주예술의전당,2022-11-24~2022-11-24,경주문화재단 054-777-6304
국악,유료,서울특별시,화음,오프라인,민속극장풍류,2022-11-24~2022-11-24,(02) 566-6300
음악/콘서트,무료,경기도,"남양주시립합창단 기획연주회, 클래식 세계여행 (11.24)",오프라인,다산아트홀,2022-11-24~2022-11-24,남양주시 문화예술과 031-590-2475
음악/콘서트,유료,대구광역시,"대구아티스트위크 시즌 4, 관악: 플루티스트 김영주 & 클라리네티스트 박에스라 듀오 리사이틀",오프라인,대구콘서트하우스 챔버홀,2022-11-24~2022-11-24,대구콘서트하우스 053-250-1400
음악/콘서트,유료,서울특별시,"아름다운 목요일, 금호 Exclusive: 엘리소 비르살라제 Piano",오프라인,금호아트홀 연세,2022-11-24~2022-11-24,금호문화재단 02-6303-1977
음악/콘서트,유료,서울특별시,"M소나타 시리즈 #6, 문지영 피아노 리사이틀",오프라인,마포아트센터 아트홀맥,2022-11-24~2022-11-24,마포아트센터 02-3274-8600
음악/콘서트,유료,경기도,부천시립합창단 신예지휘자 연주회,오프라인,부천시민회관 대공연장,2022-11-24~2022-11-24,부천시립예술단 032-327-7523
음악/콘서트,유료,서울특별시,제784회 KBS교향악단 정기연주회,오프라인,예술의전당 콘서트홀,2022-11-24~2022-11-24,KBS교향악단 02-6099-7400
음악/콘서트,유료,인천광역시,"박혜진과 함께하는 브런치콘서트, 당신의 마음은 (11월)",오프라인,부평아트센터 해누리 극장,2022-11-24~2022-11-24,부평구문화재단 032-500-2000
음악/콘서트,유료,경상남도,우크라이나 체르니우치 필하모니 챔버 오케스트라 [안동],오프라인,안동문화예술의전당,2022-11-24~2022-11-24,안동문화예술의전당 054-840-3600
음악/콘서트,유료,울산광역시,마리아 조앙 피레스 피아노 리사이틀 [울산],오프라인,현대예술관,2022-11-24~2022-11-24,현대예술관 1522-3331
뮤지컬/오페라,유료,경기도,"씨네오페라, 라보엠 [용인]",오프라인,용인포은아트홀,2022-11-24~2022-11-24,"용인문화재단 031-260-3355, 3358"
음악/콘서트,유료,서울특별시,오귀스탱 뒤메이 바이올린 리사이틀,오프라인,롯데콘서트홀,2022-11-24~2022-11-24,인아츠프로덕션 02-6954-7760
무용/발레,유료,경기도,에미 母 Emi : Mother,오프라인,성남아트센터,2022-11-24~2022-11-24,성남아트센터 031-783-8000
무용/발레,유료,경기도,"인천시티발레단, 지젤 [평택]",오프라인,평택남부문예회관 대공연장,2022-11-24~2022-11-24,평택시문화재단 031-8053-3513
음악/콘서트,유료,서울특별시,제19회 한국피아노듀오협회 스페셜콘서트,오프라인,예술의전당 IBK챔버홀,2022-11-24~2022-11-24,매니지먼트예진 02-2266-7740
음악/콘서트,무료,경기도,장애인을 위한 세상의 빛 음악회,오프라인,고양아람누리 아람음악당,2022-11-24~2022-11-24,우림복지재단 031-924-5784
음악/콘서트,유료,서울특별시,M 소나타 시리즈 〈문지영 피아노 리사이틀〉,오프라인,마포아트센터 아트홀맥,2022-11-24~2022-11-24,02-3274-8600[공연문의1번]
뮤지컬/오페라,유료,전라북도,판소리댄스컬 ‘몽연-서동의 꽃’ - 전주,오프라인,전북예술회관,2022-06-03~2022-11-25,"063-230-7419,39"
기타,유료,전라북도,몽연: 서동의 꽃,오프라인,전북예술회관,2022-06-03~2022-11-25,063-230-7419~29
무용/발레,유료,서울특별시,"제43회 서울무용제, 경연대상부문",오프라인,아르코예술극장 대극장,2022-11-18~2022-11-25,서울무용제 조직위원회 02-744-8066
연극,유료,경기도,연극 <FBW>,오프라인,안산문화예술의전당,2022-11-24~2022-11-25,080-481-4000
음악/콘서트,유료,강원도,춘천시립합창단 특별연주회: 오페라 칸타타 윤동주,오프라인,춘천문화예술회관,2022-11-24~2022-11-25,춘천시립예술단 033-259-5874 / 5877
음악/콘서트,유료,대전광역시,"연주자를 만나다 Ⅱ, 피아니스트 이진옥의 ARTIFEX 2",오프라인,골프존조이마루 아트홀,2022-11-25~2022-11-25,나무예술기획 042-477-8220
기타,유료,서울특별시,미디어아트 x 시나 쓰는 앨리스: 상실의 별,오프라인,스페이스 브릭,2022-11-25~2022-11-25,인터파크 1544-1555
음악/콘서트,유료,전라북도,박희경 & 김노을 Joint Recital [전주],오프라인,한국소리문화의전당,2022-11-25~2022-11-25,"010-2718-1269, 010-6241-9061"
무용/발레,유료,경상남도,MOTI: 어디로부터 [진주],오프라인,경상남도 문화예술회관,2022-11-25~2022-11-25,경상남도문화예술회관 1544-6711
음악/콘서트,유료,서울특별시,KT와 함께하는 예술의전당 마음을 담은 클래식 (11월),오프라인,예술의전당 콘서트홀,2022-11-25~2022-11-25,예술의전당 02-580-1300
음악/콘서트,유료,서울특별시,필하모니 코리아 창단연주회,오프라인,예술의전당 콘서트홀,2022-11-25~2022-11-25,더브릿지컴퍼니 02-6094-1001
음악/콘서트,유료,서울특별시,신세계로부터,오프라인,롯데콘서트홀,2022-11-25~2022-11-25,심포니 송 02-549-0046
음악/콘서트,유료,경기도,문지영 피아노 리사이틀 [성남],오프라인,성남아트센터 콘서트홀,2022-11-25~2022-11-25,성남아트센터 031-783-8000
음악/콘서트,유료,울산광역시,"마스터피스 시리즈 6, 제225회 울산시립교향악단 정기연주",오프라인,울산문화예술회관,2022-11-25~2022-11-25,울산문화예술회관 052-275-9623
음악/콘서트,유료,서울특별시,바이올리니스트 박지현 & 비올리스트 홍진선 듀오 리사이틀,오프라인,일신홀,2022-11-25~2022-11-25,인터뮤직 02-2235-8956
뮤지컬/오페라,유료,경상남도,라흐마니노프 [구미],오프라인,강동문화복지회관 천생아트홀,2022-11-25~2022-11-25,구미강동문화복지회관 054-480-4565 / 054-480-4554
음악/콘서트,유료,서울특별시,Vox Amicis 두번째 연주회,오프라인,영산아트홀,2022-11-25~2022-11-25,코바기획 070-4110-8290
음악/콘서트,유료,서울특별시,바이올리니스트 탁보늬 콘서트,오프라인,웨스트브릿지,2022-11-25~2022-11-25,인터파크 1544-1555
음악/콘서트,유료,서울특별시,정나래 작곡 발표회: 음의 정경,오프라인,롯데콘서트홀,2022-11-25~2022-11-25,J&R예술기획 02-3491-2370
음악/콘서트,유료,서울특별시,박지원 바이올린 독주회,오프라인,세종문화회관 체임버홀,2022-11-25~2022-11-25,예인예술기획 02-586-0945
음악/콘서트,유료,서울특별시,이보미 귀국 피아노 독주회,오프라인,예술의전당 리사이틀홀,2022-11-25~2022-11-25,마스트미디어 02-541-3184
음악/콘서트,유료,대구광역시,"대구아티스트위크 시즌 4, 관악: 바로크: 통주저음의 시대 [대구]",오프라인,대구콘서트하우스 챔버홀,2022-11-25~2022-11-25,대구콘서트하우스 053-250-1400
국악,유료,대전광역시,"대전시립연정국악단, 토요국악",오프라인,대전시립연정국악원,2022-03-12~2022-11-26,042-270-8585
국악,유료,대전광역시,[대전시립연정국악단] 상설공연 '토요국악',오프라인,대전시립연정국악원,2022-03-12~2022-11-26,042-270-8585
음악/콘서트,무료,부산광역시,컬쳐 팔레트 시즌2,오프라인,동래문화회관대극장,2022-07-30~2022-11-26,051-550-6611
뮤지컬/오페라,유료,울산광역시,개구리왕자 [울산],오프라인,울산 레미어린이극장,2022-10-27~2022-11-26,레미어린이극장 052-288-8799
음악/콘서트,유료,경기도,"해설이 있는 클래식 음악회, 낭만시리즈 2 [과천]",오프라인,과천시민회관 대극장,2022-10-29~2022-11-26,과천문화재단 02-2009-9772
뮤지컬/오페라,유료,서울특별시,우렁이색시 [서울 금천],오프라인,레미어린이극장 금천점,2022-11-05~2022-11-26,레미어린이극장 금천점 02-868-5961
뮤지컬/오페라,유료,충청남도,아기 돼지 삼형제: 우주탐사편 [천안],오프라인,홈플러스천안신방점소극장,2022-11-19~2022-11-26,홈플러스천안신방점 소극장 041-578-1090
연극,유료,서울특별시,그녀는 함흥차를 타고 어디로 갔을까?,오프라인,플랫폼74,2022-11-24~2022-11-26,070-7954-4905
연극,유료,부산광역시,"작은 무대에 부는 바람, 고슴도치를 입양하세요 [부산]",오프라인,공간소극장,2022-11-25~2022-11-26,공간소극장 051-611-8518
아동/가족,유료,경기도,노래하는 토리,오프라인,복사골문화센터 판타지아극장,2022-11-25~2022-11-26,032-320-6336
연극,유료,부산광역시,"경숙이, 경숙아버지 [부산]",오프라인,부산문화회관 중극장,2022-11-25~2022-11-26,부산문화회관 051-607-6000 (ARS 1번)
무용/발레,유료,경상남도,호두까기인형 [안동],오프라인,안동문화예술의전당,2022-11-25~2022-11-26,안동문화예술의전당 054-840-3600
뮤지컬/오페라,유료,경기도,"국립오페라단, 라 트라비아타 [군포]",오프라인,군포문화예술회관,2022-11-25~2022-11-26,군포문화예술회관 031-390-3500~1
